
Date	Price	Open	High	Low	Vol.	Change %
9-30-2011	606.00	658.62	661.25	605.38	-	-7.97%
9-29-2011	658.50	632.75	661.38	627.38	-	4.07%
9-28-2011	632.75	651.75	657.38	632.75	-	-3.01%
9-27-2011	652.38	654.62	669.62	650.38	-	-0.32%
9-26-2011	654.50	644.75	655.25	624.88	-	1.30%
9-25-2011	646.12	646.38	647.62	643.88	-	0.54%
9-23-2011	642.62	637.75	649.38	634.12	-	0.78%
9-22-2011	637.62	662.62	662.62	632.62	-	-3.70%
9-21-2011	662.12	673.38	682.62	661.00	-	-1.63%
9-20-2011	673.12	676.38	687.62	672.25	-	-0.52%
9-19-2011	676.62	688.62	688.62	667.12	-	-1.72%
9-18-2011	688.50	688.38	691.00	687.00	-	-0.70%
9-16-2011	693.38	698.38	705.00	689.75	-	-0.63%
9-15-2011	697.75	704.75	704.88	686.25	-	-0.89%
9-14-2011	704.00	703.75	712.50	698.12	-	0.02%
9-13-2011	703.88	730.88	731.88	696.25	-	-3.79%
9-12-2011	731.62	727.75	734.88	711.62	-	0.50%
9-11-2011	728.00	730.12	730.12	726.62	-	-0.15%
9-09-2011	729.12	738.25	742.12	727.12	-	-1.22%
9-08-2011	738.12	753.00	753.62	733.62	-	-2.04%
9-07-2011	753.50	763.62	772.75	748.12	-	-1.33%
9-06-2011	763.62	765.88	770.25	750.12	-	-0.26%
9-05-2011	765.62	776.62	776.62	762.88	-	-1.32%
9-02-2011	775.88	765.12	777.88	758.12	-	1.40%
9-01-2011	765.12	787.88	789.12	758.38	-	-2.92%
8-31-2011	788.12	786.00	793.88	775.38	-	0.29%
8-30-2011	785.88	789.62	795.50	781.38	-	-0.49%
8-29-2011	789.75	770.25	805.62	765.25	-	2.48%
8-28-2011	770.62	761.75	770.62	761.75	-	1.13%
8-26-2011	762.00	753.50	768.62	747.38	-	1.01%
8-25-2011	754.38	746.38	763.88	735.88	-	1.04%
8-24-2011	746.62	755.00	763.88	745.38	-	-1.11%
8-23-2011	755.00	737.38	758.75	737.38	-	2.36%
8-22-2011	737.62	732.12	746.50	732.12	-	0.75%
8-21-2011	732.12	734.62	734.62	730.88	-	0.05%
8-19-2011	731.75	706.12	733.38	701.12	-	3.63%
8-18-2011	706.12	725.62	725.75	700.50	-	-2.67%
8-17-2011	725.50	725.75	739.25	722.62	-	-0.02%
8-16-2011	725.62	710.50	732.50	704.50	-	2.15%
8-15-2011	710.38	711.38	721.12	707.50	-	-0.11%
8-14-2011	711.12	705.38	711.75	704.88	-	1.07%
8-12-2011	703.62	703.50	718.62	696.38	-	0.07%
8-11-2011	703.12	684.88	719.88	680.38	-	2.72%
8-10-2011	684.50	683.12	690.75	676.62	-	0.24%
8-09-2011	682.88	651.62	687.12	643.62	-	4.76%
8-08-2011	651.88	673.50	677.38	642.50	-	-3.23%
8-07-2011	673.62	666.75	675.75	665.62	-	-0.61%
8-05-2011	677.75	673.12	682.38	665.62	-	0.71%
8-04-2011	673.00	705.50	706.25	667.50	-	-4.52%
8-03-2011	704.88	715.25	718.62	703.38	-	-1.47%
8-02-2011	715.38	680.88	722.50	667.75	-	5.05%
8-01-2011	681.00	674.50	690.38	670.12	-	0.91%
7-31-2011	674.88	671.12	676.00	670.38	-	0.30%
7-29-2011	672.88	697.88	699.75	670.00	-	-3.51%
7-28-2011	697.38	700.00	714.62	692.38	-	-0.36%
7-27-2011	699.88	692.25	712.12	686.25	-	1.12%
7-26-2011	692.12	687.75	698.88	679.38	-	0.65%
7-25-2011	687.62	683.75	695.12	671.62	-	0.59%
7-24-2011	683.62	684.00	687.75	681.50	-	-1.41%
7-22-2011	693.38	680.25	693.38	669.50	-	1.85%
7-21-2011	680.75	687.50	702.25	672.00	-	-0.96%
7-20-2011	687.38	701.00	707.12	685.12	-	-1.89%
7-19-2011	700.62	693.75	727.50	689.25	-	1.01%
7-18-2011	693.62	681.50	694.62	676.25	-	1.80%
7-17-2011	681.38	694.50	695.38	680.12	-	-2.01%
7-15-2011	695.38	707.62	715.62	692.75	-	-1.77%
7-14-2011	707.88	716.25	720.25	690.50	-	-1.13%
7-13-2011	716.00	667.50	719.12	665.12	-	7.27%
7-12-2011	667.50	638.25	676.00	617.62	-	4.60%
7-11-2011	638.12	647.38	649.88	626.88	-	-1.43%
7-10-2011	647.38	655.25	655.25	646.25	-	-0.40%
7-08-2011	650.00	634.75	657.25	633.62	-	2.32%
7-07-2011	635.25	623.62	639.88	619.25	-	1.78%
7-06-2011	624.12	635.38	639.38	620.12	-	-1.75%
7-05-2011	635.25	625.38	640.88	623.12	-	1.54%
7-04-2011	625.62	611.12	625.88	611.12	-	2.29%
7-01-2011	611.62	600.50	623.00	592.88	-	1.87%
6-30-2011	600.38	674.75	677.75	596.00	-	-11.06%
6-29-2011	675.00	680.62	696.88	662.12	-	-0.84%
6-28-2011	680.75	657.88	682.00	653.38	-	3.52%
6-27-2011	657.62	653.12	658.88	642.62	-	0.71%
6-26-2011	653.00	661.25	661.25	652.62	-	3.38%
6-24-2011	631.62	645.88	659.00	631.62	-	-2.19%
6-23-2011	645.75	636.75	651.88	606.12	-	1.39%
6-22-2011	636.88	677.38	680.25	617.38	-	-5.96%
6-21-2011	677.25	658.38	680.62	655.88	-	2.85%
6-20-2011	658.50	673.88	674.62	656.12	-	-2.30%
6-19-2011	674.00	673.75	675.12	671.88	-	0.32%
6-17-2011	671.88	671.25	683.62	664.12	-	0.15%
6-16-2011	670.88	711.00	712.88	666.25	-	-5.69%
6-15-2011	711.38	732.00	734.12	701.25	-	-2.80%
6-14-2011	731.88	745.88	746.75	714.50	-	-1.98%
6-13-2011	746.62	766.38	768.62	740.38	-	-2.59%
6-12-2011	766.50	760.62	769.88	760.62	-	0.87%
6-10-2011	759.88	748.50	763.38	738.12	-	1.57%
6-09-2011	748.12	752.00	769.50	739.62	-	-0.50%
6-08-2011	751.88	741.62	759.12	731.88	-	1.42%
6-07-2011	741.38	746.62	746.88	731.38	-	-0.62%
6-06-2011	746.00	774.88	777.38	741.25	-	-3.77%
6-05-2011	775.25	772.25	777.88	772.00	-	0.31%
6-03-2011	772.88	772.25	780.88	759.25	-	0.05%
6-02-2011	772.50	761.62	774.12	758.62	-	1.44%
6-01-2011	761.50	787.12	787.62	754.38	-	-3.26%
5-31-2011	787.12	792.62	806.38	773.00	-	-0.71%
5-30-2011	792.75	793.50	794.88	784.62	-	-3.40%
5-27-2011	820.62	819.00	826.88	803.62	-	0.21%
5-26-2011	818.88	802.38	828.50	802.00	-	1.99%
5-25-2011	802.88	787.62	802.88	778.12	-	1.92%
5-24-2011	787.75	797.50	809.50	777.75	-	-1.25%
5-23-2011	797.75	820.38	820.38	785.75	-	-2.73%
5-22-2011	820.12	816.62	820.88	812.38	-	1.67%
5-20-2011	806.62	808.75	818.75	791.12	-	-0.25%
5-19-2011	808.62	819.25	834.38	805.12	-	-1.24%
5-18-2011	818.75	771.50	826.75	767.62	-	6.14%
5-17-2011	771.38	736.00	773.88	731.88	-	4.79%
5-16-2011	736.12	738.75	747.25	730.62	-	-0.37%
5-15-2011	738.88	730.50	742.12	730.50	-	1.34%
5-13-2011	729.12	738.62	749.00	723.25	-	-1.27%
5-12-2011	738.50	759.62	764.75	728.88	-	-2.76%
5-11-2011	759.50	799.75	804.38	756.62	-	-5.05%
5-10-2011	799.88	792.75	816.38	792.12	-	0.93%
5-09-2011	792.50	774.50	797.50	769.25	-	2.46%
5-08-2011	773.50	766.38	777.75	763.62	-	2.60%
5-06-2011	753.88	752.88	777.50	740.25	-	0.07%
5-05-2011	753.38	772.62	780.50	749.00	-	-2.44%
5-04-2011	772.25	793.00	794.25	768.12	-	-2.60%
5-03-2011	792.88	795.75	799.62	782.25	-	-0.35%
5-02-2011	795.62	801.25	824.38	789.62	-	-0.67%
5-01-2011	801.00	801.38	803.75	790.50	-	-0.39%
4-29-2011	804.12	770.38	805.38	768.38	-	4.43%
4-28-2011	770.00	818.12	820.25	767.62	-	-6.00%
4-27-2011	819.12	850.62	852.88	800.38	-	-3.73%
4-26-2011	850.88	862.12	862.75	834.25	-	-1.28%
4-25-2011	861.88	849.12	864.75	845.88	-	1.47%
4-24-2011	849.38	847.25	849.62	842.63	-	1.81%
4-22-2011	834.25	834.25	834.25	834.25	-	0.04%
4-21-2011	833.88	824.00	834.88	816.00	-	1.21%
4-20-2011	823.88	824.88	843.38	816.38	-	-0.12%
4-19-2011	824.88	815.38	829.62	810.50	-	1.20%
4-18-2011	815.12	782.12	818.00	775.88	-	4.15%
4-17-2011	782.62	779.50	782.62	776.25	-	5.12%
4-15-2011	744.50	745.75	748.62	730.25	-	-0.13%
4-14-2011	745.50	758.12	758.62	734.25	-	-1.81%
4-13-2011	759.25	757.38	769.62	741.75	-	0.21%
4-12-2011	757.62	800.12	800.25	750.62	-	-5.31%
4-11-2011	800.12	807.25	808.88	786.50	-	-0.85%
4-10-2011	807.00	803.38	808.88	803.38	-	0.95%
4-08-2011	799.38	775.00	801.75	766.88	-	3.16%
4-07-2011	774.88	778.38	792.00	757.12	-	-0.47%
4-06-2011	778.50	784.88	792.38	776.12	-	-0.78%
4-05-2011	784.62	789.38	798.12	778.62	-	-0.62%
4-04-2011	789.50	766.88	792.88	766.38	-	3.00%
4-03-2011	766.50	764.88	769.38	764.62	-	0.81%
4-01-2011	760.38	759.75	773.62	745.12	-	0.16%
3-31-2011	759.12	726.88	773.25	722.25	-	4.44%
3-30-2011	726.88	738.75	741.62	723.25	-	-1.62%
3-29-2011	738.88	722.38	741.62	721.88	-	2.18%
3-28-2011	723.12	739.50	739.62	721.12	-	-2.23%
3-27-2011	739.62	735.88	739.62	735.50	-	0.66%
3-25-2011	734.75	743.12	752.38	726.62	-	-1.03%
3-24-2011	742.38	713.50	743.62	710.12	-	4.05%
3-23-2011	713.50	726.38	728.62	706.12	-	-1.62%
3-22-2011	725.25	718.50	729.88	705.50	-	0.92%
3-21-2011	718.62	737.62	738.25	717.38	-	-2.74%
3-20-2011	738.88	724.12	741.38	719.88	-	1.93%
3-18-2011	724.88	715.88	748.88	714.50	-	1.33%
3-17-2011	715.38	671.38	718.62	667.38	-	6.51%
3-16-2011	671.62	680.12	697.38	656.50	-	-1.34%
3-15-2011	680.75	722.00	723.38	661.12	-	-5.73%
3-14-2011	722.12	712.25	729.88	706.12	-	1.26%
3-13-2011	713.12	719.50	719.62	710.62	-	-0.59%
3-11-2011	717.38	737.62	740.25	704.12	-	-2.99%
3-10-2011	739.50	762.88	765.62	734.25	-	-2.62%
3-09-2011	759.38	782.12	788.88	749.88	-	-2.80%
3-08-2011	781.25	801.62	803.12	778.38	-	-2.33%
3-07-2011	799.88	831.38	833.50	798.38	-	-3.93%
3-04-2011	832.62	821.25	836.88	813.75	-	1.12%
3-03-2011	823.38	810.12	826.38	804.62	-	1.48%
3-02-2011	811.38	809.88	829.88	796.38	-	0.06%
3-01-2011	810.88	819.25	823.12	797.38	-	-0.67%
2-28-2011	816.38	819.62	820.62	799.25	-	0.34%
2-25-2011	813.62	783.88	828.62	783.88	-	4.16%
2-24-2011	781.12	799.62	804.38	776.62	-	-2.01%
2-23-2011	797.12	793.75	801.25	757.62	-	0.09%
2-22-2011	796.38	858.88	869.13	795.38	-	-7.01%
2-18-2011	856.38	883.75	885.50	850.75	-	-3.07%
2-17-2011	883.50	870.25	885.25	870.25	-	5.51%
2-16-2011	837.38	843.62	848.75	825.62	-	-0.34%
2-15-2011	840.25	873.00	873.62	830.88	-	-3.68%
2-14-2011	872.38	875.62	884.38	869.62	-	0.55%
2-11-2011	867.62	865.88	871.13	855.63	-	0.73%
2-10-2011	861.38	885.75	885.75	861.38	-	-3.03%
2-09-2011	888.25	876.75	892.38	875.75	-	1.64%
2-08-2011	873.88	859.88	880.63	844.25	-	1.75%
2-07-2011	858.88	861.12	869.38	851.63	-	0.51%
2-04-2011	854.50	859.38	864.62	842.62	-	-0.45%
2-03-2011	858.38	862.63	872.50	847.13	-	-0.52%
2-02-2011	862.88	836.12	864.38	835.50	-	3.29%
2-01-2011	835.38	843.50	844.88	831.62	-	-0.39%
1-31-2011	838.63	824.12	847.62	823.12	-	1.70%
1-28-2011	824.62	847.38	849.12	824.62	-	-2.66%
1-27-2011	847.13	858.38	863.38	845.63	-	-1.14%
1-26-2011	856.88	840.62	861.12	839.50	-	2.15%
1-25-2011	838.88	835.62	838.88	820.88	-	0.36%
1-24-2011	835.88	829.00	839.13	823.62	-	1.36%
1-23-2011	824.62	824.62	824.62	824.62	-	-0.02%
1-21-2011	824.75	805.12	829.88	798.75	-	2.79%
1-20-2011	802.38	797.88	805.50	782.75	-	0.47%
1-19-2011	798.62	793.00	807.88	792.88	-	0.66%
1-18-2011	793.38	775.88	793.88	773.62	-	2.59%
1-17-2011	773.38	773.38	773.38	773.38	-	-0.06%
1-14-2011	773.88	784.25	784.75	763.12	-	-0.96%
1-13-2011	781.38	775.62	787.12	769.62	-	1.00%
1-12-2011	773.62	761.62	789.88	760.38	-	1.98%
1-11-2011	758.62	770.38	776.88	758.62	-	-1.04%
1-10-2011	766.62	777.12	783.00	766.62	-	-0.71%
1-07-2011	772.12	788.62	793.75	772.12	-	-2.03%
1-06-2011	788.12	809.00	809.50	788.00	-	-2.69%
1-05-2011	809.88	793.38	809.88	776.62	-	2.78%
1-04-2011	788.00	803.25	808.75	783.38	-	-2.14%
1-03-2011	805.25	793.12	824.50	793.12	-	1.59%
12-31-2010	792.62	786.12	795.62	781.12	-	1.00%
12-30-2010	784.75	798.75	798.75	776.88	-	-1.80%
12-29-2010	799.12	799.62	806.12	786.50	-	0.00%
12-28-2010	799.12	779.75	801.88	779.50	-	2.47%
12-27-2010	779.88	773.62	783.50	768.50	-	-0.35%
12-24-2010	782.62	782.62	782.62	782.62	-	-0.13%
12-23-2010	783.62	784.88	788.12	776.12	-	0.00%
12-22-2010	783.62	763.50	785.12	756.38	-	2.48%
12-21-2010	764.62	770.38	771.62	762.25	-	-0.68%
12-20-2010	769.88	760.25	776.38	759.88	-	1.63%
12-17-2010	757.50	752.88	757.50	742.38	-	1.02%
12-16-2010	749.88	764.25	766.50	746.62	-	-1.83%
12-15-2010	763.88	761.00	776.38	759.75	-	0.33%
12-14-2010	761.38	779.88	781.50	754.88	-	-2.45%
12-13-2010	780.50	773.88	784.75	766.38	-	0.66%
12-12-2010	775.38	775.38	775.38	775.38	-	-0.06%
12-10-2010	775.88	788.75	797.88	774.12	-	-1.65%
12-09-2010	788.88	785.50	790.12	779.75	-	0.61%
12-08-2010	784.12	780.62	792.38	766.38	-	0.13%
12-07-2010	783.12	795.75	808.25	777.12	-	-1.37%
12-06-2010	794.00	786.25	798.62	774.38	-	1.75%
12-03-2010	780.38	756.12	781.88	754.75	-	4.31%
12-02-2010	748.12	742.38	767.12	732.75	-	1.29%
12-01-2010	738.62	692.62	744.88	691.12	-	7.11%
11-30-2010	689.62	692.25	697.88	686.12	-	-0.25%
11-29-2010	691.38	689.12	701.25	687.12	-	0.69%
11-26-2010	686.62	686.38	692.62	683.75	-	0.16%
11-24-2010	685.50	682.88	688.25	681.12	-	1.01%
11-23-2010	678.62	686.75	690.88	673.50	-	-0.84%
11-22-2010	684.38	684.00	691.88	678.75	-	0.31%
11-19-2010	682.25	648.12	696.75	639.38	-	5.63%
11-18-2010	645.88	634.12	657.25	634.12	-	2.09%
11-17-2010	632.62	627.50	646.88	619.38	-	1.00%
11-16-2010	626.38	670.88	673.88	624.50	-	-6.53%
11-15-2010	670.12	674.75	684.62	667.62	-	0.19%
11-12-2010	668.88	704.88	710.38	661.38	-	-5.04%
11-11-2010	704.38	708.25	722.50	701.88	-	-0.70%
11-10-2010	709.38	721.50	723.38	698.75	-	-1.53%
11-09-2010	720.38	735.75	760.38	717.75	-	-2.27%
11-08-2010	737.12	729.75	738.62	721.38	-	1.10%
11-05-2010	729.12	720.88	731.12	705.12	-	1.18%
11-04-2010	720.62	694.62	722.75	693.00	-	3.67%
11-03-2010	695.12	695.75	699.25	680.62	-	-0.11%
11-02-2010	695.88	706.62	712.12	692.62	-	-1.56%
11-01-2010	706.88	727.12	727.88	701.38	-	-2.82%
10-31-2010	727.38	725.00	727.38	719.62	-	1.62%
10-29-2010	715.75	718.62	724.88	711.75	-	-0.40%
10-28-2010	718.62	704.50	721.38	701.25	-	2.06%
10-27-2010	704.12	699.62	707.12	687.88	-	0.61%
10-26-2010	699.88	675.38	700.75	670.75	-	3.65%
10-25-2010	675.25	675.75	684.62	670.12	-	0.09%
10-24-2010	674.62	669.50	676.12	669.25	-	0.67%
10-22-2010	670.12	671.12	675.88	665.12	-	-0.04%
10-21-2010	670.38	692.12	692.38	667.38	-	-3.09%
10-20-2010	691.75	674.75	691.75	674.12	-	2.52%
10-19-2010	674.75	693.62	696.38	668.62	-	-2.58%
